EPE  List of violations found by TARA screening [TARA Ver 2301.2.0.0 64-bit - Fri Jul 21 13:12:24 2023]

 Loadflow Case: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\22SSWG_2025_SUM1_U1_04-study.raw
 Study Data File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\SUB.sub
 Contingency File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\AllERCOTcontingencies.con (total 28174 contingencies)
 Monitor File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\MON.mon
 Exclude File: not provided
 Pre/Post Contingency PAR Adjustment: Adjusted/Fixed

 6123 violations for snapshot 22SSWG_2025_SUM1_U1_04-study.raw
Index of Constraint, Monitored Facility                                    , Cont ID, Cont Name                                                      ,Type,   Rating,   Flow MW, Loading%, Head-Room, TotRedis,# of Harmer Up,# of Helper Down,# of External Harmer Up,Dfax Transfer,MW Transfer,MW Impact,Harmer Type,Harmer Max MW,Harmer Base MW,Harmer Bus#,BusName     ,Harmer Machine ID,Harmer Dfax Swing Ref,AreaName    ,ZoneName    ,Helper Type,Helper Max MW,Helper Base MW,Helper Room To Move Down MW (May have negative Pmin),Helper Bus#,BusName     ,Helper Machine ID,Helper Dfax Swing Ref,AreaName    ,ZoneName    ,
6059,    64 MILANO        138    3683 MINERVA1_8    138  1  , 3713,DB_ID_42814,P1,    214.0,     83.6,    39.05,    130.4,     197.6,   2,   1,   0,   0.01024,    224.79,      2.30,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.00528,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,  -0.00496,,,
6060,  1929 CENTURY1_5    345    1918 SHRYAUTO1_5   345  1  , 4692,DB_ID_48482,P1,   1072.0,    426.7,    39.80,    645.3,     203.8,   1,   1,   0,   0.01043,    224.79,      2.35,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.00090,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.00954,,,
6061,    64 MILANO        138    3683 MINERVA1_8    138  1  ,26385,DB_ID_41521,P5,    214.0,     83.5,    39.02,    130.5,     204.8,   2,   1,   0,   0.01024,    140.91,      1.44,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.00528,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.00496,,,
6061,    64 MILANO        138    3683 MINERVA1_8    138  1  ,26385,DB_ID_41521,P5,    214.0,     83.5,    39.02,    130.5,     204.8,   2,   1,   0,   0.01024,    224.79,      2.30,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.00528,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,  -0.00496,,,
6062, 44500 OBRIEN_B345A  345  999734 09NJ930101    138  A3 ,12360,DB_ID_20032,P2,   1000.0,    397.7,    39.77,    602.3,     206.3,   2,   1,   0,   0.01091,    140.91,      1.54,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.04768,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.03677,,,
6062, 44500 OBRIEN_B345A  345  999734 09NJ930101    138  A3 ,12360,DB_ID_20032,P2,   1000.0,    397.7,    39.77,    602.3,     206.3,   2,   1,   0,   0.01091,    224.79,      2.45,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.04768,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.03677,,,
6063,    32 ROBERTSON     138      64 MILANO        138  1  ,27145,DB_ID_21843,P7,    214.0,     83.4,    38.99,    130.6,     210.0,   2,   1,   0,   0.01032,    140.91,      1.45,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.00711,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.00321,,,
6063,    32 ROBERTSON     138      64 MILANO        138  1  ,27145,DB_ID_21843,P7,    214.0,     83.4,    38.99,    130.6,     210.0,   2,   1,   0,   0.01032,    224.79,      2.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.00711,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,  -0.00321,,,
6064,998967 21INR0428B    345  999967 21INR0428A    345  1  ,    0,Base Case ,Base Case,    535.0,     -0.2,    -0.03,    535.2,     214.2,   2,   1,   0,   1.00000,    140.91,    140.91,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   1.00000,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.00000,,,
6064,998967 21INR0428B    345  999967 21INR0428A    345  1  ,    0,Base Case ,Base Case,    535.0,     -0.2,    -0.03,    535.2,     214.2,   2,   1,   0,   1.00000,    224.79,    224.79,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   1.00000,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.00000,,,
6065, 45500 T_H_W__POI_5  345  999728 111651        138  A3 ,12518,DB_ID_20640,P2,    717.0,    284.2,    39.64,    432.8,     221.3,   2,   1,   0,   0.01171,    140.91,      1.65,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02274,,,
6065, 45500 T_H_W__POI_5  345  999728 111651        138  A3 ,12518,DB_ID_20640,P2,    717.0,    284.2,    39.64,    432.8,     221.3,   2,   1,   0,   0.01171,    224.79,      2.63,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.02274,,,
6066, 45500 T_H_W__POI_5  345  999728 111651        138  A3 ,  402,DB_ID_25107,P1,    717.0,    284.2,    39.64,    432.8,     221.3,   2,   1,   0,   0.01171,    140.91,      1.65,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02274,,,
6066, 45500 T_H_W__POI_5  345  999728 111651        138  A3 ,  402,DB_ID_25107,P1,    717.0,    284.2,    39.64,    432.8,     221.3,   2,   1,   0,   0.01171,    224.79,      2.63,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.02274,,,
6067, 45500 T_H_W__POI_5  345  999728 111651        138  A3 ,12504,DB_ID_20581,P2,    717.0,    284.2,    39.64,    432.8,     221.3,   2,   1,   0,   0.01171,    140.91,      1.65,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02274,,,
6067, 45500 T_H_W__POI_5  345  999728 111651        138  A3 ,12504,DB_ID_20581,P2,    717.0,    284.2,    39.64,    432.8,     221.3,   2,   1,   0,   0.01171,    224.79,      2.63,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.02274,,,
6068, 45500 T_H_W__POI_5  345  999728 111651        138  A3 ,  403,DB_ID_25112,P1,    717.0,    284.2,    39.64,    432.8,     221.3,   2,   1,   0,   0.01171,    140.91,      1.65,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02274,,,
6068, 45500 T_H_W__POI_5  345  999728 111651        138  A3 ,  403,DB_ID_25112,P1,    717.0,    284.2,    39.64,    432.8,     221.3,   2,   1,   0,   0.01171,    224.79,      2.63,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.02274,,,
6069,999734 09NJ930101    138   44510 OBRIEN_B138A  138  A3 ,12360,DB_ID_20032,P2,   1000.0,    397.6,    39.76,    602.4,     223.7,   1,   1,   0,   0.01091,    224.79,      2.45,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.04768,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.03677,,,
6070, 46510 TOMBAL__B138  138   46511 TOMBAL_T66_8  138  66 ,12126,DB_ID_19186,P2,    382.0,    150.4,    39.36,    231.6,     224.3,   2,   1,   0,   0.01083,    140.91,      1.53,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.00786,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.00297,,,
6070, 46510 TOMBAL__B138  138   46511 TOMBAL_T66_8  138  66 ,12126,DB_ID_19186,P2,    382.0,    150.4,    39.36,    231.6,     224.3,   2,   1,   0,   0.01083,    224.79,      2.44,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.00786,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,  -0.00297,,,
6071,999728 111651        138   45515 T_H_W__POI_8  138  A3 ,  403,DB_ID_25112,P1,    717.0,    284.2,    39.63,    432.8,     226.2,   2,   1,   0,   0.01171,    224.79,      2.63,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02274,,,
6071,999728 111651        138   45515 T_H_W__POI_8  138  A3 ,  403,DB_ID_25112,P1,    717.0,    284.2,    39.63,    432.8,     226.2,   2,   1,   0,   0.01171,    140.91,      1.65,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,   0.02274,,,
6072,999728 111651        138   45515 T_H_W__POI_8  138  A3 ,  402,DB_ID_25107,P1,    717.0,    284.2,    39.63,    432.8,     226.2,   2,   1,   0,   0.01171,    224.79,      2.63,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02274,,,
6072,999728 111651        138   45515 T_H_W__POI_8  138  A3 ,  402,DB_ID_25107,P1,    717.0,    284.2,    39.63,    432.8,     226.2,   2,   1,   0,   0.01171,    140.91,      1.65,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,   0.02274,,,
6073,999728 111651        138   45515 T_H_W__POI_8  138  A3 ,12518,DB_ID_20640,P2,    717.0,    284.2,    39.63,    432.8,     226.2,   2,   1,   0,   0.01171,    224.79,      2.63,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02274,,,
6073,999728 111651        138   45515 T_H_W__POI_8  138  A3 ,12518,DB_ID_20640,P2,    717.0,    284.2,    39.63,    432.8,     226.2,   2,   1,   0,   0.01171,    140.91,      1.65,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,   0.02274,,,
6074,999728 111651        138   45515 T_H_W__POI_8  138  A3 ,12504,DB_ID_20581,P2,    717.0,    284.2,    39.63,    432.8,     226.2,   2,   1,   0,   0.01171,    224.79,      2.63,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02274,,,
6074,999728 111651        138   45515 T_H_W__POI_8  138  A3 ,12504,DB_ID_20581,P2,    717.0,    284.2,    39.63,    432.8,     226.2,   2,   1,   0,   0.01171,    140.91,      1.65,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,   0.02274,,,
6075, 46110 N_BELT__B138  138   46111 N_BELT_C95_8  138  95 ,27076,DB_ID_21572,P7,    440.0,    173.7,    39.48,    266.3,     227.9,   2,   1,   0,   0.01008,    140.91,      1.42,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03390,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02383,,,
6075, 46110 N_BELT__B138  138   46111 N_BELT_C95_8  138  95 ,27076,DB_ID_21572,P7,    440.0,    173.7,    39.48,    266.3,     227.9,   2,   1,   0,   0.01008,    224.79,      2.27,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03390,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.02383,,,
6076,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15016,DB_ID_37792,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    224.79,    144.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04717,,,
6076,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15016,DB_ID_37792,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    140.91,     90.47,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04717,,,
6077,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15013,DB_ID_37733,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    224.79,    144.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04717,,,
6077,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15013,DB_ID_37733,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    140.91,     90.47,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04717,,,
6078,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15020,DB_ID_37867,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    224.79,    144.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04717,,,
6078,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15020,DB_ID_37867,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    140.91,     90.47,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04717,,,
6079,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 , 9528,DB_ID_37703,P2,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    224.79,    144.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04717,,,
6079,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 , 9528,DB_ID_37703,P2,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    140.91,     90.47,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04717,,,
6080,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,24747,DB_ID_37703_Dup1,P5,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    224.79,    144.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04717,,,
6080,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,24747,DB_ID_37703_Dup1,P5,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    140.91,     90.47,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04717,,,
6081,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15012,DB_ID_37717,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    224.79,    144.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04717,,,
6081,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15012,DB_ID_37717,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    140.91,     90.47,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04717,,,
6082,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15019,DB_ID_37851,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    224.79,    144.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04717,,,
6082,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15019,DB_ID_37851,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    140.91,     90.47,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04717,,,
6083,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15014,DB_ID_37749,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    224.79,    144.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04717,,,
6083,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15014,DB_ID_37749,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    140.91,     90.47,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04717,,,
6084,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15017,DB_ID_37808,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    224.79,    144.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04717,,,
6084,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15017,DB_ID_37808,P4,   2438.0,    823.7,    33.78,   1614.3,     236.0,   2,   1,   0,   0.64203,    140.91,     90.47,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04717,,,
6085,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15018,DB_ID_37834,P4,   2438.0,    823.6,    33.78,   1614.4,     236.1,   2,   1,   0,   0.64203,    224.79,    144.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04717,,,
6085,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15018,DB_ID_37834,P4,   2438.0,    823.6,    33.78,   1614.4,     236.1,   2,   1,   0,   0.64203,    140.91,     90.47,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04717,,,
6086,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15015,DB_ID_37775,P4,   2438.0,    823.6,    33.78,   1614.4,     236.1,   2,   1,   0,   0.64203,    224.79,    144.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04717,,,
6086,999967 21INR0428A    345   46020 LIMEST_POI_5  345  50 ,15015,DB_ID_37775,P4,   2438.0,    823.6,    33.78,   1614.4,     236.1,   2,   1,   0,   0.64203,    140.91,     90.47,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.59486,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04717,,,
6087,  3670 RNDRCKNE1_8   138    3668 RNDROCK1_8    138  1  ,28049,DB_ID_43915,P7,    478.0,    188.5,    39.43,    289.5,     237.9,   2,   1,   0,   0.01142,    224.79,      2.57,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.01544,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.00402,,,
6087,  3670 RNDRCKNE1_8   138    3668 RNDROCK1_8    138  1  ,28049,DB_ID_43915,P7,    478.0,    188.5,    39.43,    289.5,     237.9,   2,   1,   0,   0.01142,    140.91,      1.61,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.01544,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,   0.00402,,,
6088,  3666 HUTTOSS1_8    138    3670 RNDRCKNE1_8   138  1  ,26383,DB_ID_41517,P5,    478.0,    188.5,    39.44,    289.5,     240.3,   2,   1,   0,   0.01111,    140.91,      1.56,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.01503,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.00392,,,
6088,  3666 HUTTOSS1_8    138    3670 RNDRCKNE1_8   138  1  ,26383,DB_ID_41517,P5,    478.0,    188.5,    39.44,    289.5,     240.3,   2,   1,   0,   0.01111,    224.79,      2.50,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.01503,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.00392,,,
6089,  3405 THOUSE__5     345    3388 FOURBTHRS_5   345  1  ,27927,DB_ID_36610,P7,   1072.0,    419.3,    39.11,    652.7,     254.9,   2,   1,   0,   0.03723,    224.79,      8.37,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,  -0.00853,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04576,,,
6089,  3405 THOUSE__5     345    3388 FOURBTHRS_5   345  1  ,27927,DB_ID_36610,P7,   1072.0,    419.3,    39.11,    652.7,     254.9,   2,   1,   0,   0.03723,    140.91,      5.25,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,  -0.00853,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04576,,,
6090,  3405 THOUSE__5     345    3388 FOURBTHRS_5   345  1  ,27279,DB_ID_22279,P7,   1072.0,    419.3,    39.11,    652.7,     254.9,   2,   1,   0,   0.03723,    224.79,      8.37,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,  -0.00853,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.04576,,,
6090,  3405 THOUSE__5     345    3388 FOURBTHRS_5   345  1  ,27279,DB_ID_22279,P7,   1072.0,    419.3,    39.11,    652.7,     254.9,   2,   1,   0,   0.03723,    140.91,      5.25,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,  -0.00853,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.04576,,,
6091,  1929 CENTURY1_5    345    1918 SHRYAUTO1_5   345  1  ,25038,DB_ID_39623,P5,   1072.0,    426.0,    39.74,    646.0,     269.4,   2,   1,   0,   0.01030,    224.79,      2.32,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.00090,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,  -0.00940,,,
6091,  1929 CENTURY1_5    345    1918 SHRYAUTO1_5   345  1  ,25038,DB_ID_39623,P5,   1072.0,    426.0,    39.74,    646.0,     269.4,   2,   1,   0,   0.01030,    140.91,      1.45,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.00090,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9775.21,Reference,,,  -0.00940,,,
6092, 45500 T_H_W__POI_5  345  999728 111651        138  A3 , 2107,DB_ID_18083,P1,    717.0,    283.8,    39.58,    433.2,     272.2,   2,   1,   0,   0.01113,    140.91,      1.57,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02333,,,
6092, 45500 T_H_W__POI_5  345  999728 111651        138  A3 , 2107,DB_ID_18083,P1,    717.0,    283.8,    39.58,    433.2,     272.2,   2,   1,   0,   0.01113,    224.79,      2.50,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.02333,,,
6093, 45500 T_H_W__POI_5  345  999728 111651        138  A3 ,18808,DB_ID_21014,P5,    717.0,    283.8,    39.58,    433.2,     272.2,   2,   1,   0,   0.01113,    140.91,      1.57,Machine,    140.91,      0.00,994967,21INR0428S2 ,S2,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,  10000.00,Reference,,,   0.02333,,,
6093, 45500 T_H_W__POI_5  345  999728 111651        138  A3 ,18808,DB_ID_21014,P5,    717.0,    283.8,    39.58,    433.2,     272.2,   2,   1,   0,   0.01113,    224.79,      2.50,Machine,    224.79,      0.00,995967,21INR0428S1 ,S1,   0.03446,ONCOR_ED    ,TEMPORARY   ,Subsystem,  10000.00,  10000.00,   9859.09,Reference,,,   0.02333,,,
